         3705887 function calls (3631411 primitive calls) in 20.624 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ticker.py:2224(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2327(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2391(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        1    0.000    0.000    0.000    0.000 ticker.py:325(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:336(FixedFormatter)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 mlab.py:2992(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 mlab.py:3002(FormatFloat)
        1    0.000    0.000    0.000    0.000 mlab.py:3020(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:3055(FormatDate)
        1    0.000    0.000    0.000    0.000 collections.py:1649(PatchCollection)
        3    0.000    0.000    0.000    0.000 _cm.py:100(get_color_function)
        1    0.000    0.000    0.000    0.000 _cm.py:1369(_deprecation_datad)
        1    0.000    0.000    0.000    0.000 transforms.py:2498(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2542(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2582(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2606(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2643(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
        1    0.000    0.000    0.000    0.000 colorbar.py:1258(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1433(IncompleteRead)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 colors.py:703(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1161(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:248(RecursiveGrammarException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:498(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1695(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1710(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1825(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1835(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2023(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2147(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2288(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2308(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2326(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2374(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2697(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2854(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2868(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2896(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2955(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3027(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3187(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3219(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3228(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3262(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3271(OnlyOnce)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        2    0.000    0.000    0.000    0.000 rcsetup.py:148(deprecate_axes_hold)
        2    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_string_or_None)
        1    0.000    0.000    0.000    0.000 rcsetup.py:300(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:325(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 pyparsing.py:144(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:227(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 cbook.py:2152(<listcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:2358(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.000    0.000 cbook.py:285(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:325(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:559(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:866(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:914(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:1058(__Full)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 __init__.py:697(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 extras.py:216(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 extras.py:271(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:1505(mr_class)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:6230(_extrema_operation)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 patches.py:3569(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3646(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3709(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3852(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3955(Wedge)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 patches.py:2109(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2242(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2406(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2807(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2946(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3287(_Curve)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 argparse.py:738(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:829(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1024(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1052(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1200(Namespace)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1939(NullHandler)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 case.py:274(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 numeric.py:3022(errstate)
        1    0.000    0.000    0.000    0.000 arrayprint.py:542(FloatFormat)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:960(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:118(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:300(DefragResult)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 os.py:1065(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:744(is_package)
        1    0.000    0.000    0.000    0.000 geo.py:27(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:169(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:226(FigureCanvasQTAgg)
        1    0.000    0.000    0.000    0.000 scale.py:151(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:158(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:167(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:308(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:451(LogisticTransform)
        1    0.000    0.000    0.000    0.000 axis.py:622(Ticker)
        1    0.000    0.000    0.000    0.000 scale.py:123(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:130(Log2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:137(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1096(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1189(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 legend_handler.py:257(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:364(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:377(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:565(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:589(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 streamplot.py:377(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1207(AnchoredText)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:125(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:134(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:164(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 parser.py:1178(_attr)
        1    0.000    0.000    0.000    0.000 tz.py:988(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 dates.py:603(AutoDateFormatter)
